OID|Version|Source|Type|Definition|MUType|MeasureTitle|QDM|NQF|CMSId
2.16.840.1.113883.3.666.5.3015|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.3016:Hospital Measures-Ventricular Assist Device placement),(2.16.840.1.113883.3.666.5.3014:Hospital Measures-Ventricular Assist Device placement),(2.16.840.1.113883.3.666.5.3017:Hospital Measures-Ventricular Assist Device placement)|FY 2014 EH|Primary PCI Received Within 90 Minutes of Hospital Arrival|Procedure|0163|CMS53v3|
2.16.840.1.113883.3.666.5.3015|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.3016:Hospital Measures-Ventricular Assist Device placement),(2.16.840.1.113883.3.666.5.3014:Hospital Measures-Ventricular Assist Device placement),(2.16.840.1.113883.3.666.5.3017:Hospital Measures-Ventricular Assist Device placement)|FY 2014 EH|Fibrinolytic Therapy Received Within 30 Minutes of Hospital Arrival|Procedure|0164|CMS60v3|
2.16.840.1.113883.3.666.5.3022|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.1098:Hospital Measures-Acute or Evolving MI SNOMED-CT),(2.16.840.1.113883.3.666.5.3023:Hospital Measures-Acute or Evolving MI),(2.16.840.1.113883.3.666.5.3025:Hospital Measures-Acute or Evolving MI)|FY 2014 EH|Primary PCI Received Within 90 Minutes of Hospital Arrival|Attribute|0163|CMS53v3|
2.16.840.1.113883.3.666.5.3022|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.1098:Hospital Measures-Acute or Evolving MI SNOMED-CT),(2.16.840.1.113883.3.666.5.3023:Hospital Measures-Acute or Evolving MI),(2.16.840.1.113883.3.666.5.3025:Hospital Measures-Acute or Evolving MI)|FY 2014 EH|Fibrinolytic Therapy Received Within 30 Minutes of Hospital Arrival|Attribute|0164|CMS60v3|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Incidence of Potentially-Preventable Venous Thromboembolism|Encounter||CMS114v3|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Healthy Term Newborn|Encounter|0716|CMS185v3|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Fibrinolytic Therapy Received Within 30 Minutes of Hospital Arrival|Encounter|0164|CMS60v3|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Intensive Care Unit Venous Thromboembolism Prophylaxis|Encounter|0372|CMS190v3|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Exclusive Breast Milk Feeding|Encounter|0480|CMS9v3|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Median Time from ED Arrival to ED Departure for Discharged ED Patients|Encounter|0496|CMS32v4|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Venous Thromboembolism Prophylaxis|Encounter|0371|CMS108v3|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Median Admit Decision Time to ED Departure Time for Admitted Patients|Encounter|0497|CMS111v3|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Aspirin Prescribed at Discharge|Encounter|0142|CMS100v3|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Prophylactic Antibiotic Selection for Surgical Patients|Encounter|0528|CMS172v4|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Primary PCI Received Within 90 Minutes of Hospital Arrival|Encounter|0163|CMS53v3|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Hearing Screening Prior To Hospital Discharge|Encounter|1354|CMS31v3|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Median Time from ED Arrival to ED Departure for Admitted ED Patients|Encounter|0495|CMS55v3|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Prophylactic Antibiotic Received Within One Hour Prior to Surgical Incision|Encounter|0527|CMS171v4|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Elective Delivery|Encounter|0469|CMS113v3|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Home Management Plan of Care (HMPC) Document Given to Patient/Caregiver|Encounter||CMS26v2|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Statin Prescribed at Discharge|Encounter|0639|CMS30v4|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Initial Antibiotic Selection for Community-Acquired Pneumonia (CAP) in Immunocompetent Patients|Encounter|0147|CMS188v4|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Urinary catheter removed on Postoperative Day 1 (POD 1) or Postoperative Day 2 (POD 2) with day of surgery being day zero|Encounter|0453|CMS178v4|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Venous Thromboembolism Patients with Anticoagulation Overlap Therapy|Encounter|0373|CMS73v3|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Venous Thromboembolism Discharge Instructions|Encounter||CMS110v3|
2.16.840.1.113883.3.666.5.307|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Venous Thromboembolism Patients Receiving Unfractionated Heparin with Dosages/Platelet Count Monitoring by Protocol or Nomogram|Encounter||CMS109v3|
2.16.840.1.113883.3.666.5.463|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Initial Antibiotic Selection for Community-Acquired Pneumonia (CAP) in Immunocompetent Patients|Medication|0147|CMS188v4|
2.16.840.1.113883.3.666.5.465|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Initial Antibiotic Selection for Community-Acquired Pneumonia (CAP) in Immunocompetent Patients|Medication|0147|CMS188v4|
2.16.840.1.113883.3.666.5.626|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Aspirin Prescribed at Discharge|Medication|0142|CMS100v3|
2.16.840.1.113883.3.666.5.672|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.954:Hospital Measures-Septicemia I10),(2.16.840.1.113883.3.666.5.953:Hospital Measures-Septicemia I9),(2.16.840.1.113883.3.666.5.2318:Hospital Measures-Septicemia SM-CT)|FY 2014 EH|Initial Antibiotic Selection for Community-Acquired Pneumonia (CAP) in Immunocompetent Patients|Condition/Diagnosis/Problem|0147|CMS188v4|
2.16.840.1.113883.3.666.5.678|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Initial Antibiotic Selection for Community-Acquired Pneumonia (CAP) in Immunocompetent Patients|Diagnostic Study|0147|CMS188v4|
2.16.840.1.113883.3.666.5.680|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Initial Antibiotic Selection for Community-Acquired Pneumonia (CAP) in Immunocompetent Patients|Diagnostic Study|0147|CMS188v4|
2.16.840.1.113883.3.666.5.684|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Prophylactic Antibiotic Selection for Surgical Patients|Transfer of Care|0528|CMS172v4|
2.16.840.1.113883.3.666.5.684|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Initial Antibiotic Selection for Community-Acquired Pneumonia (CAP) in Immunocompetent Patients|Transfer of Care|0147|CMS188v4|
2.16.840.1.113883.3.666.5.684|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Median Time from ED Arrival to ED Departure for Discharged ED Patients|Transfer of Care|0496|CMS32v4|
2.16.840.1.113883.3.666.5.687|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Initial Antibiotic Selection for Community-Acquired Pneumonia (CAP) in Immunocompetent Patients|Transfer of Care|0147|CMS188v4|
2.16.840.1.113883.3.666.5.687|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Primary PCI Received Within 90 Minutes of Hospital Arrival|Transfer of Care|0163|CMS53v3|
2.16.840.1.113883.3.666.5.687|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Fibrinolytic Therapy Received Within 30 Minutes of Hospital Arrival|Transfer of Care|0164|CMS60v3|
2.16.840.1.113883.3.666.5.693|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Prophylactic Antibiotic Selection for Surgical Patients|Medication|0528|CMS172v4|
2.16.840.1.113883.3.666.5.693|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Initial Antibiotic Selection for Community-Acquired Pneumonia (CAP) in Immunocompetent Patients|Medication|0147|CMS188v4|
2.16.840.1.113883.3.666.5.694|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.1669:Hospital Measures-CABG ICD9),(2.16.840.1.113883.3.666.5.1668:Hospital Measures-CABG ICD10),(2.16.840.1.113883.3.666.5.2262:Hospital measures-CABG SNOMED)|FY 2014 EH|Prophylactic Antibiotic Received Within One Hour Prior to Surgical Incision|Procedure|0527|CMS171v4|
2.16.840.1.113883.3.666.5.694|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.1669:Hospital Measures-CABG ICD9),(2.16.840.1.113883.3.666.5.1668:Hospital Measures-CABG ICD10),(2.16.840.1.113883.3.666.5.2262:Hospital measures-CABG SNOMED)|FY 2014 EH|Prophylactic Antibiotic Selection for Surgical Patients|Procedure|0528|CMS172v4|
2.16.840.1.113883.3.666.5.696|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.902:Hospital Measures - Any Infection (ICD-9-CM)),(2.16.840.1.113883.3.666.5.2316:Hospital measures - any infection SNOMED),(2.16.840.1.113883.3.666.5.903:Hospital Measures - Any Infection (ICD-10-CM))|FY 2014 EH|Prophylactic Antibiotic Selection for Surgical Patients|Condition/Diagnosis/Problem|0528|CMS172v4|
2.16.840.1.113883.3.666.5.696|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.902:Hospital Measures - Any Infection (ICD-9-CM)),(2.16.840.1.113883.3.666.5.2316:Hospital measures - any infection SNOMED),(2.16.840.1.113883.3.666.5.903:Hospital Measures - Any Infection (ICD-10-CM))|FY 2014 EH|Initial Antibiotic Selection for Community-Acquired Pneumonia (CAP) in Immunocompetent Patients|Condition/Diagnosis/Problem|0147|CMS188v4|
2.16.840.1.113883.3.666.5.696|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.902:Hospital Measures - Any Infection (ICD-9-CM)),(2.16.840.1.113883.3.666.5.2316:Hospital measures - any infection SNOMED),(2.16.840.1.113883.3.666.5.903:Hospital Measures - Any Infection (ICD-10-CM))|FY 2014 EH|Prophylactic Antibiotic Received Within One Hour Prior to Surgical Incision|Condition/Diagnosis/Problem|0527|CMS171v4|
2.16.840.1.113883.3.666.5.701|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.2265:Hospital measures-other cardiac surgery SNOMED),(2.16.840.1.113883.3.666.5.1836:Hospital Measures-Other cardiac surgery),(2.16.840.1.113883.3.666.5.1837:Hospital Measures-Other cardiac surgery)|FY 2014 EH|Prophylactic Antibiotic Received Within One Hour Prior to Surgical Incision|Procedure|0527|CMS171v4|
2.16.840.1.113883.3.666.5.701|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.2265:Hospital measures-other cardiac surgery SNOMED),(2.16.840.1.113883.3.666.5.1836:Hospital Measures-Other cardiac surgery),(2.16.840.1.113883.3.666.5.1837:Hospital Measures-Other cardiac surgery)|FY 2014 EH|Prophylactic Antibiotic Selection for Surgical Patients|Procedure|0528|CMS172v4|
2.16.840.1.113883.3.666.5.703|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.1061:Hospital Measures-Hip Arthroplasty ICD10),(2.16.840.1.113883.3.666.5.2264:Hospital measures-hip arthroplasty SNOMED),(2.16.840.1.113883.3.666.5.1809:Hospital Measures-Hip arthroplasty ICD9)|FY 2014 EH|Prophylactic Antibiotic Received Within One Hour Prior to Surgical Incision|Procedure|0527|CMS171v4|
2.16.840.1.113883.3.666.5.703|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.1061:Hospital Measures-Hip Arthroplasty ICD10),(2.16.840.1.113883.3.666.5.2264:Hospital measures-hip arthroplasty SNOMED),(2.16.840.1.113883.3.666.5.1809:Hospital Measures-Hip arthroplasty ICD9)|FY 2014 EH|Prophylactic Antibiotic Selection for Surgical Patients|Procedure|0528|CMS172v4|
2.16.840.1.113883.3.666.5.705|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.1828:Hospital measures-Colon surgery),(2.16.840.1.113883.3.666.5.2263:Hospital measures-colon surgery SNOMED),(2.16.840.1.113883.3.666.5.1815:Hospital measures-Colon surgery)|FY 2014 EH|Prophylactic Antibiotic Received Within One Hour Prior to Surgical Incision|Procedure|0527|CMS171v4|
2.16.840.1.113883.3.666.5.705|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.1828:Hospital measures-Colon surgery),(2.16.840.1.113883.3.666.5.2263:Hospital measures-colon surgery SNOMED),(2.16.840.1.113883.3.666.5.1815:Hospital measures-Colon surgery)|FY 2014 EH|Prophylactic Antibiotic Selection for Surgical Patients|Procedure|0528|CMS172v4|
2.16.840.1.113883.3.666.5.708|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Prophylactic Antibiotic Selection for Surgical Patients|Medication|0528|CMS172v4|
2.16.840.1.113883.3.666.5.710|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.1830:Hospital measures-Abdominal hysterectomy),(2.16.840.1.113883.3.666.5.1829:Hospital measures-Abdominal hysterectomy),(2.16.840.1.113883.3.666.5.2261:Hospital measures-abdominal hysterectomy SNOMED)|FY 2014 EH|Prophylactic Antibiotic Selection for Surgical Patients|Procedure|0528|CMS172v4|
2.16.840.1.113883.3.666.5.710|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.1830:Hospital measures-Abdominal hysterectomy),(2.16.840.1.113883.3.666.5.1829:Hospital measures-Abdominal hysterectomy),(2.16.840.1.113883.3.666.5.2261:Hospital measures-abdominal hysterectomy SNOMED)|FY 2014 EH|Prophylactic Antibiotic Received Within One Hour Prior to Surgical Incision|Procedure|0527|CMS171v4|
2.16.840.1.113883.3.666.5.712|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.1827:Hospital measures-vaginal hysterectomy),(2.16.840.1.113883.3.666.5.2266:Hospital measures-vaginal hysterectomy SNOMED),(2.16.840.1.113883.3.666.5.1831:Hospital measures-Vaginal hysterectomy)|FY 2014 EH|Prophylactic Antibiotic Received Within One Hour Prior to Surgical Incision|Procedure|0527|CMS171v4|
2.16.840.1.113883.3.666.5.712|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.1827:Hospital measures-vaginal hysterectomy),(2.16.840.1.113883.3.666.5.2266:Hospital measures-vaginal hysterectomy SNOMED),(2.16.840.1.113883.3.666.5.1831:Hospital measures-Vaginal hysterectomy)|FY 2014 EH|Prophylactic Antibiotic Selection for Surgical Patients|Procedure|0528|CMS172v4|
2.16.840.1.113883.3.666.5.713|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.1833:Hospital measures-vascular surgery),(2.16.840.1.113883.3.666.5.2267:Hospital measures-vascular surgery SNOMED),(2.16.840.1.113883.3.666.5.1832:Hospital measures-vascular surgery)|FY 2014 EH|Prophylactic Antibiotic Received Within One Hour Prior to Surgical Incision|Procedure|0527|CMS171v4|
2.16.840.1.113883.3.666.5.713|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.1833:Hospital measures-vascular surgery),(2.16.840.1.113883.3.666.5.2267:Hospital measures-vascular surgery SNOMED),(2.16.840.1.113883.3.666.5.1832:Hospital measures-vascular surgery)|FY 2014 EH|Prophylactic Antibiotic Selection for Surgical Patients|Procedure|0528|CMS172v4|
2.16.840.1.113883.3.666.5.719|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Prophylactic Antibiotic Selection for Surgical Patients|Intervention|0528|CMS172v4|
2.16.840.1.113883.3.666.5.720|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Initial Antibiotic Selection for Community-Acquired Pneumonia (CAP) in Immunocompetent Patients|Medication|0147|CMS188v4|
2.16.840.1.113883.3.666.5.724|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Prophylactic Antibiotic Selection for Surgical Patients|Medication|0528|CMS172v4|
2.16.840.1.113883.3.666.5.725|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Prophylactic Antibiotic Selection for Surgical Patients|Medication|0528|CMS172v4|
2.16.840.1.113883.3.666.5.727|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Prophylactic Antibiotic Selection for Surgical Patients|Medication|0528|CMS172v4|
2.16.840.1.113883.3.666.5.727|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Initial Antibiotic Selection for Community-Acquired Pneumonia (CAP) in Immunocompetent Patients|Medication|0147|CMS188v4|
2.16.840.1.113883.3.666.5.728|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Prophylactic Antibiotic Selection for Surgical Patients|Medication|0528|CMS172v4|
2.16.840.1.113883.3.666.5.729|20140401|Oklahoma Foundation for Medical Quality|Extensional||FY 2014 EH|Prophylactic Antibiotic Selection for Surgical Patients|Medication|0528|CMS172v4|
2.16.840.1.113883.3.666.5.730|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.957:Expired),(2.16.840.1.113883.3.666.5.956:Expired),(2.16.840.1.113883.3.666.5.2317:Expired)|FY 2014 EH|Median Time from ED Arrival to ED Departure for Discharged ED Patients|Attribute|0496|CMS32v4|
2.16.840.1.113883.3.666.5.730|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.957:Expired),(2.16.840.1.113883.3.666.5.956:Expired),(2.16.840.1.113883.3.666.5.2317:Expired)|FY 2014 EH|Prophylactic Antibiotic Selection for Surgical Patients|Individual Characteristic|0528|CMS172v4|
2.16.840.1.113883.3.666.5.730|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.957:Expired),(2.16.840.1.113883.3.666.5.956:Expired),(2.16.840.1.113883.3.666.5.2317:Expired)|FY 2014 EH|Urinary catheter removed on Postoperative Day 1 (POD 1) or Postoperative Day 2 (POD 2) with day of surgery being day zero|Individual Characteristic|0453|CMS178v4|
2.16.840.1.113883.3.666.5.735|20140401|Oklahoma Foundation for Medical Quality|Grouping|(2.16.840.1.113883.3.666.5.972:Hospital Measures-ECG),(2.16.840.1.113883.3.666.5.973:Hospital Measures-ECG),(2.16.840.1.113762.1.4.1045.70:Electrocardiogram (ECG))|FY 2014 EH|Primary PCI Received Within 90 Minutes of Hospital Arrival|Diagnostic Study|0163|CMS53v3|
